path,gender,number,намбэр
train/92a42eb39b.wav,female,377201,триста семьдесят семь тысяч двести один
train/f7a0803b50.wav,female,277588,двести семьдесят семь тысяч пятьсот восемьдесят восемь
train/048e2e1479.wav,female,227831,двести двадцать семь тысяч восемьсот тридцать один
train/638832dbb1.wav,male,181756,сто восемьдесят одна тысяча семьсот пятьдесят шесть
train/de51a2c574.wav,female,308565,триста восемь тысяч пятьсот шестьдесят пять
train/6413cea0d8.wav,male,589602,пятьсот восемьдесят девять тысяч шестьсот два
train/fed788627a.wav,female,102479,сто две тысячи четыреста семьдесят девять
train/aabe2a7af0.wav,female,193115,сто девяносто три тысячи сто пятнадцать
train/a3efe6b519.wav,male,253714,двести пятьдесят три тысячи семьсот четырнадцать
train/2aa0b8b24c.wav,male,849654,восемьсот сорок девять тысяч шестьсот пятьдесят четыре
train/3a33526f48.wav,female,563332,пятьсот шестьдесят три тысячи триста тридцать два
train/081faf0464.wav,female,436638,четыреста тридцать шесть тысяч шестьсот тридцать восемь
train/728a51501f.wav,female,94037,девяносто четыре тысячи тридцать семь
train/b7ad5a6f62.wav,female,402338,четыреста две тысячи триста тридцать восемь
train/9b5e559fc6.wav,female,861814,восемьсот шестьдесят одна тысяча восемьсот четырнадцать
train/d3c92a207c.wav,female,949459,девятьсот сорок девять тысяч четыреста пятьдесят девять
train/6d8300c6a8.wav,female,214253,двести четырнадцать тысяч двести пятьдесят три
train/d3208b8c2d.wav,male,939734,девятьсот тридцать девять тысяч семьсот тридцать четыре
train/57a4df09c6.wav,male,443108,четыреста сорок три тысячи сто восемь
train/8f9eea3add.wav,female,968637,девятьсот шестьдесят восемь тысяч шестьсот тридцать семь
train/22135bfd1a.wav,female,604478,шестьсот четыре тысячи четыреста семьдесят восемь
train/3b4b842f9c.wav,female,720747,семьсот двадцать тысяч семьсот сорок семь
train/5ae6282c53.wav,female,926285,девятьсот двадцать шесть тысяч двести восемьдесят пять
train/077e614025.wav,female,183925,сто восемьдесят три тысячи девятьсот двадцать пять
train/881294304e.wav,male,495352,четыреста девяносто пять тысяч триста пятьдесят два
train/d0a5f12c09.wav,male,975001,девятьсот семьдесят пять тысяч один
train/6f2124ee36.wav,male,21477,двадцать одна тысяча четыреста семьдесят семь
train/6ce8b205fc.wav,female,972695,девятьсот семьдесят две тысячи шестьсот девяносто пять
train/338099ef8d.wav,male,154683,сто пятьдесят четыре тысячи шестьсот восемьдесят три
train/776b7c8612.wav,female,103796,сто три тысячи семьсот девяносто шесть
train/0766e3855a.wav,male,46542,сорок шесть тысяч пятьсот сорок два
train/70edbd0e2a.wav,male,448472,четыреста сорок восемь тысяч четыреста семьдесят два
train/5ac393ce99.wav,female,433583,четыреста тридцать три тысячи пятьсот восемьдесят три
train/bd66ac9d24.wav,female,633286,шестьсот тридцать три тысячи двести восемьдесят шесть
train/c1892e48cc.wav,female,607393,шестьсот семь тысяч триста девяносто три
train/5fd129867b.wav,female,242867,двести сорок две тысячи восемьсот шестьдесят семь
train/9aa49304f3.wav,female,575646,пятьсот семьдесят пять тысяч шестьсот сорок шесть
train/9152de513a.wav,female,404947,четыреста четыре тысячи девятьсот сорок семь
train/388701127f.wav,male,756042,семьсот пятьдесят шесть тысяч сорок два
train/52f7485560.wav,female,588294,пятьсот восемьдесят восемь тысяч двести девяносто четыре
train/d864dc211e.wav,male,914429,девятьсот четырнадцать тысяч четыреста двадцать девять
train/69f62e096a.wav,female,702311,семьсот две тысячи триста одиннадцать
train/226845a199.wav,female,205731,двести пять тысяч семьсот тридцать один
train/3ea17efd7c.wav,female,689613,шестьсот восемьдесят девять тысяч шестьсот тринадцать
train/5bf2418e97.wav,female,832585,восемьсот тридцать две тысячи пятьсот восемьдесят пять
train/b12e7fe8e2.wav,female,737473,семьсот тридцать семь тысяч четыреста семьдесят три
train/d94d7092e0.wav,female,993210,девятьсот девяносто три тысячи двести десять
train/392002f0a5.wav,male,611892,шестьсот одиннадцать тысяч восемьсот девяносто два
train/b72723cc7e.wav,female,798574,семьсот девяносто восемь тысяч пятьсот семьдесят четыре
train/7061fad6ab.wav,male,486835,четыреста восемьдесят шесть тысяч восемьсот тридцать пять
train/1c49ce72d7.wav,female,262838,двести шестьдесят две тысячи восемьсот тридцать восемь
train/f9b0029856.wav,male,22628,двадцать две тысячи шестьсот двадцать восемь
train/cf2e61e729.wav,female,318868,триста восемнадцать тысяч восемьсот шестьдесят восемь
train/55cfc7262a.wav,female,688460,шестьсот восемьдесят восемь тысяч четыреста шестьдесят
train/6aa5ca76b0.wav,male,618241,шестьсот восемнадцать тысяч двести сорок один
train/d88c513d56.wav,female,170674,сто семьдесят тысяч шестьсот семьдесят четыре
train/762bf29e10.wav,female,994057,девятьсот девяносто четыре тысячи пятьдесят семь
train/7f6dc62c19.wav,male,39359,тридцать девять тысяч триста пятьдесят девять
train/6a627cf6fc.wav,male,779345,семьсот семьдесят девять тысяч триста сорок пять
train/76184f569d.wav,female,654833,шестьсот пятьдесят четыре тысячи восемьсот тридцать три
train/701206ab7f.wav,female,376731,триста семьдесят шесть тысяч семьсот тридцать один
train/1baa9bf1dd.wav,female,713421,семьсот тринадцать тысяч четыреста двадцать один
train/3932cdb9a1.wav,male,949533,девятьсот сорок девять тысяч пятьсот тридцать три
train/36b050a45f.wav,female,406057,четыреста шесть тысяч пятьдесят семь
train/39317f19cf.wav,female,663335,шестьсот шестьдесят три тысячи триста тридцать пять
train/99976f72e1.wav,female,226908,двести двадцать шесть тысяч девятьсот восемь
train/5717e9493a.wav,female,909321,девятьсот девять тысяч триста двадцать один
train/0f3c8854eb.wav,male,275045,двести семьдесят пять тысяч сорок пять
train/e5028c062e.wav,female,98318,девяносто восемь тысяч триста восемнадцать
train/6103ec7a15.wav,male,639564,шестьсот тридцать девять тысяч пятьсот шестьдесят четыре
train/1768a55f83.wav,female,634078,шестьсот тридцать четыре тысячи семьдесят восемь
train/dfa0ead738.wav,female,665467,шестьсот шестьдесят пять тысяч четыреста шестьдесят семь
train/62a5a1ab5d.wav,female,124506,сто двадцать четыре тысячи пятьсот шесть
train/da600e5a93.wav,male,995566,девятьсот девяносто пять тысяч пятьсот шестьдесят шесть
train/782b322e09.wav,male,596116,пятьсот девяносто шесть тысяч сто шестнадцать
train/f4cfb686a0.wav,female,405252,четыреста пять тысяч двести пятьдесят два
train/0389c99d9a.wav,male,739707,семьсот тридцать девять тысяч семьсот семь
train/b340aec454.wav,female,337381,триста тридцать семь тысяч триста восемьдесят один
train/61c12d58c4.wav,female,543496,пятьсот сорок три тысячи четыреста девяносто шесть
train/85ff7fddd0.wav,female,823776,восемьсот двадцать три тысячи семьсот семьдесят шесть
train/a104a50fc1.wav,female,200518,двести тысяч пятьсот восемнадцать
train/94923f2059.wav,female,913873,девятьсот тринадцать тысяч восемьсот семьдесят три
train/70054d08e9.wav,female,264843,двести шестьдесят четыре тысячи восемьсот сорок три
train/a541d6450b.wav,female,274330,двести семьдесят четыре тысячи триста тридцать
train/516278bc03.wav,male,777542,семьсот семьдесят семь тысяч пятьсот сорок два
train/a97b1a0c67.wav,male,724057,семьсот двадцать четыре тысячи пятьдесят семь
train/692af7992e.wav,male,590416,пятьсот девяносто тысяч четыреста шестнадцать
train/03f0dc3489.wav,female,895092,восемьсот девяносто пять тысяч девяносто два
train/ce6188f315.wav,female,856937,восемьсот пятьдесят шесть тысяч девятьсот тридцать семь
train/91bcfa51fe.wav,male,840812,восемьсот сорок тысяч восемьсот двенадцать
train/2f604d9d2a.wav,female,412399,четыреста двенадцать тысяч триста девяносто девять
train/b60b1b690a.wav,male,420350,четыреста двадцать тысяч триста пятьдесят
train/66e6b26798.wav,female,275335,двести семьдесят пять тысяч триста тридцать пять
train/85b9d74a07.wav,male,99589,девяносто девять тысяч пятьсот восемьдесят девять
train/315303a65e.wav,female,897241,восемьсот девяносто семь тысяч двести сорок один
train/652e64086c.wav,male,401513,четыреста одна тысяча пятьсот тринадцать
train/f2c46eae90.wav,male,86317,восемьдесят шесть тысяч триста семнадцать
train/04ee498bcb.wav,male,413067,четыреста тринадцать тысяч шестьдесят семь
train/41cf138df7.wav,male,262306,двести шестьдесят две тысячи триста шесть
train/4cffd1f894.wav,male,119193,сто девятнадцать тысяч сто девяносто три
train/4126c5660c.wav,male,537985,пятьсот тридцать семь тысяч девятьсот восемьдесят пять
train/b357d202ec.wav,female,856018,восемьсот пятьдесят шесть тысяч восемнадцать
train/6d691ad1a1.wav,female,932359,девятьсот тридцать две тысячи триста пятьдесят девять
train/b5513806a1.wav,female,316793,триста шестнадцать тысяч семьсот девяносто три
train/efad982957.wav,female,126964,сто двадцать шесть тысяч девятьсот шестьдесят четыре
train/efa6c67b6b.wav,male,384316,триста восемьдесят четыре тысячи триста шестнадцать
train/1c40fe4329.wav,female,705260,семьсот пять тысяч двести шестьдесят
train/9e11c21e7b.wav,female,940057,девятьсот сорок тысяч пятьдесят семь
train/72473b85db.wav,female,775843,семьсот семьдесят пять тысяч восемьсот сорок три
train/3c9a439c7b.wav,female,680297,шестьсот восемьдесят тысяч двести девяносто семь
train/b0371f8b2a.wav,female,884811,восемьсот восемьдесят четыре тысячи восемьсот одиннадцать
train/6b238af753.wav,female,375120,триста семьдесят пять тысяч сто двадцать
train/6e0dfdd0e6.wav,female,641772,шестьсот сорок одна тысяча семьсот семьдесят два
train/3ea2557785.wav,female,695258,шестьсот девяносто пять тысяч двести пятьдесят восемь
train/1296400ecf.wav,female,195799,сто девяносто пять тысяч семьсот девяносто девять
train/315155f600.wav,female,604177,шестьсот четыре тысячи сто семьдесят семь
train/add7505f76.wav,female,466001,четыреста шестьдесят шесть тысяч один
train/658ac8b3e9.wav,female,292703,двести девяносто две тысячи семьсот три
train/11c366e9eb.wav,female,9402,девять тысяч четыреста два
train/baf190d5b9.wav,male,417076,четыреста семнадцать тысяч семьдесят шесть
train/d9e4fbc901.wav,male,575156,пятьсот семьдесят пять тысяч сто пятьдесят шесть
train/7ee75e4476.wav,male,17306,семнадцать тысяч триста шесть
train/c164e43bb7.wav,male,531948,пятьсот тридцать одна тысяча девятьсот сорок восемь
train/58a2558bdc.wav,female,742921,семьсот сорок две тысячи девятьсот двадцать один
train/80307ce4b5.wav,male,536245,пятьсот тридцать шесть тысяч двести сорок пять
train/3a77a18e3d.wav,female,999095,девятьсот девяносто девять тысяч девяносто пять
train/1c01119d0a.wav,male,663551,шестьсот шестьдесят три тысячи пятьсот пятьдесят один
train/7b8daf1efb.wav,female,906752,девятьсот шесть тысяч семьсот пятьдесят два
train/a11307473d.wav,male,824055,восемьсот двадцать четыре тысячи пятьдесят пять
train/6b1fc1245d.wav,female,486036,четыреста восемьдесят шесть тысяч тридцать шесть
train/75660013e4.wav,male,186376,сто восемьдесят шесть тысяч триста семьдесят шесть
train/b0ee640f1c.wav,female,771359,семьсот семьдесят одна тысяча триста пятьдесят девять
train/953d759223.wav,male,469677,четыреста шестьдесят девять тысяч шестьсот семьдесят семь
train/20360bcbdd.wav,male,441139,четыреста сорок одна тысяча сто тридцать девять
train/f9c2da0243.wav,female,615169,шестьсот пятнадцать тысяч сто шестьдесят девять
train/a071997682.wav,female,739737,семьсот тридцать девять тысяч семьсот тридцать семь
train/f7cfe11540.wav,female,924051,девятьсот двадцать четыре тысячи пятьдесят один
train/f75caecf83.wav,female,984065,девятьсот восемьдесят четыре тысячи шестьдесят пять
train/1113c76e21.wav,female,114847,сто четырнадцать тысяч восемьсот сорок семь
train/8280a4379d.wav,male,954926,девятьсот пятьдесят четыре тысячи девятьсот двадцать шесть
train/61aaafebc3.wav,female,445355,четыреста сорок пять тысяч триста пятьдесят пять
train/d41be97cd5.wav,male,979680,девятьсот семьдесят девять тысяч шестьсот восемьдесят
train/d5587622ff.wav,female,187323,сто восемьдесят семь тысяч триста двадцать три
train/90c3173913.wav,female,118549,сто восемнадцать тысяч пятьсот сорок девять
train/f60b349319.wav,female,866729,восемьсот шестьдесят шесть тысяч семьсот двадцать девять
train/8db246b941.wav,female,620934,шестьсот двадцать тысяч девятьсот тридцать четыре
train/ef97f77cd8.wav,male,571404,пятьсот семьдесят одна тысяча четыреста четыре
train/bbff4dd680.wav,female,279589,двести семьдесят девять тысяч пятьсот восемьдесят девять
train/c7ed5825c9.wav,male,74875,семьдесят четыре тысячи восемьсот семьдесят пять
train/6c2aca9809.wav,female,559106,пятьсот пятьдесят девять тысяч сто шесть
train/1d30fa1db7.wav,female,164486,сто шестьдесят четыре тысячи четыреста восемьдесят шесть
train/62595b20f2.wav,male,522952,пятьсот двадцать две тысячи девятьсот пятьдесят два
train/2d4108decc.wav,female,550455,пятьсот пятьдесят тысяч четыреста пятьдесят пять
train/d45fb6a6e2.wav,female,796665,семьсот девяносто шесть тысяч шестьсот шестьдесят пять
train/dface01369.wav,female,871986,восемьсот семьдесят одна тысяча девятьсот восемьдесят шесть
train/e92fcedfd9.wav,female,104072,сто четыре тысячи семьдесят два
train/cc781ac33f.wav,female,853017,восемьсот пятьдесят три тысячи семнадцать
train/422ffe9b01.wav,female,975284,девятьсот семьдесят пять тысяч двести восемьдесят четыре
train/db6cb25206.wav,female,119703,сто девятнадцать тысяч семьсот три
train/1bf00e1a23.wav,female,82598,восемьдесят две тысячи пятьсот девяносто восемь
train/e9ee9e758c.wav,female,375698,триста семьдесят пять тысяч шестьсот девяносто восемь
train/1c564c08b5.wav,male,917754,девятьсот семнадцать тысяч семьсот пятьдесят четыре
train/adb9f44ae5.wav,female,798570,семьсот девяносто восемь тысяч пятьсот семьдесят
train/92f0ad4b2d.wav,female,498404,четыреста девяносто восемь тысяч четыреста четыре
train/dd42c780b8.wav,male,524748,пятьсот двадцать четыре тысячи семьсот сорок восемь
train/011d8d3d8d.wav,male,913172,девятьсот тринадцать тысяч сто семьдесят два
train/97c0d35a46.wav,male,428171,четыреста двадцать восемь тысяч сто семьдесят один
train/c727e3468c.wav,female,279658,двести семьдесят девять тысяч шестьсот пятьдесят восемь
train/535acb97f8.wav,female,600601,шестьсот тысяч шестьсот один
train/3d6c4de8d6.wav,female,501287,пятьсот одна тысяча двести восемьдесят семь
train/7786e9f057.wav,female,923028,девятьсот двадцать три тысячи двадцать восемь
train/d989b91bb3.wav,male,778935,семьсот семьдесят восемь тысяч девятьсот тридцать пять
train/0dc36e7229.wav,male,169378,сто шестьдесят девять тысяч триста семьдесят восемь
train/35d617efdf.wav,male,154384,сто пятьдесят четыре тысячи триста восемьдесят четыре
train/c13be3bbc2.wav,female,628950,шестьсот двадцать восемь тысяч девятьсот пятьдесят
train/b72007a43b.wav,female,340606,триста сорок тысяч шестьсот шесть
train/36142b5375.wav,female,389518,триста восемьдесят девять тысяч пятьсот восемнадцать
train/ecf2e76332.wav,female,610602,шестьсот десять тысяч шестьсот два
train/ec6899674a.wav,female,206364,двести шесть тысяч триста шестьдесят четыре
train/32d69873b9.wav,female,832068,восемьсот тридцать две тысячи шестьдесят восемь
train/2664a39c38.wav,female,177770,сто семьдесят семь тысяч семьсот семьдесят
train/3822ea7330.wav,male,597730,пятьсот девяносто семь тысяч семьсот тридцать
train/441ca0f714.wav,female,841656,восемьсот сорок одна тысяча шестьсот пятьдесят шесть
train/d9c2be3d8a.wav,female,699894,шестьсот девяносто девять тысяч восемьсот девяносто четыре
train/9855ca35d0.wav,male,99099,девяносто девять тысяч девяносто девять
train/79485abebe.wav,female,323570,триста двадцать три тысячи пятьсот семьдесят
train/4bfa06cdaf.wav,male,26943,двадцать шесть тысяч девятьсот сорок три
train/ad121a4075.wav,male,347862,триста сорок семь тысяч восемьсот шестьдесят два
train/743338a8dc.wav,male,564953,пятьсот шестьдесят четыре тысячи девятьсот пятьдесят три
train/6aef7ab79d.wav,female,784362,семьсот восемьдесят четыре тысячи триста шестьдесят два
train/72bbda2314.wav,female,483034,четыреста восемьдесят три тысячи тридцать четыре
train/dd9365b26f.wav,female,803239,восемьсот три тысячи двести тридцать девять
train/002ac85f40.wav,male,986140,девятьсот восемьдесят шесть тысяч сто сорок
train/f19cedaef9.wav,female,950410,девятьсот пятьдесят тысяч четыреста десять
train/a8b1b76b4c.wav,male,282790,двести восемьдесят две тысячи семьсот девяносто
train/0bc6d85eec.wav,male,106890,сто шесть тысяч восемьсот девяносто
train/c2abddf4eb.wav,female,740901,семьсот сорок тысяч девятьсот один
train/09abbf38be.wav,female,98134,девяносто восемь тысяч сто тридцать четыре
train/4754ef7519.wav,male,525105,пятьсот двадцать пять тысяч сто пять
train/0d14f1203e.wav,female,61742,шестьдесят одна тысяча семьсот сорок два
train/70c728fe26.wav,female,453550,четыреста пятьдесят три тысячи пятьсот пятьдесят
train/967c3391da.wav,male,976308,девятьсот семьдесят шесть тысяч триста восемь
train/93a076e115.wav,female,445611,четыреста сорок пять тысяч шестьсот одиннадцать
train/9e5c2e4140.wav,female,116636,сто шестнадцать тысяч шестьсот тридцать шесть
train/7ac2f36c94.wav,male,333004,триста тридцать три тысячи четыре
train/ad860c368f.wav,female,489436,четыреста восемьдесят девять тысяч четыреста тридцать шесть
train/27c292d022.wav,male,787389,семьсот восемьдесят семь тысяч триста восемьдесят девять
train/8d5265e6fb.wav,male,655886,шестьсот пятьдесят пять тысяч восемьсот восемьдесят шесть
train/a817bbbe1f.wav,female,436670,четыреста тридцать шесть тысяч шестьсот семьдесят
train/7ad47f296b.wav,female,229496,двести двадцать девять тысяч четыреста девяносто шесть
train/94f5bf0db0.wav,male,953360,девятьсот пятьдесят три тысячи триста шестьдесят
train/11664e7291.wav,female,934766,девятьсот тридцать четыре тысячи семьсот шестьдесят шесть
train/fcb7a4c1f7.wav,female,489703,четыреста восемьдесят девять тысяч семьсот три
train/985136e31b.wav,female,880358,восемьсот восемьдесят тысяч триста пятьдесят восемь
train/89e59eac4d.wav,male,991227,девятьсот девяносто одна тысяча двести двадцать семь
train/8fa1108110.wav,female,128092,сто двадцать восемь тысяч девяносто два
train/42cbb081fc.wav,female,728313,семьсот двадцать восемь тысяч триста тринадцать
train/6a701dc8fb.wav,male,967651,девятьсот шестьдесят семь тысяч шестьсот пятьдесят один
train/0457f36128.wav,female,93742,девяносто три тысячи семьсот сорок два
train/57b8e93f36.wav,female,662564,шестьсот шестьдесят две тысячи пятьсот шестьдесят четыре
train/0945775bcf.wav,female,865324,восемьсот шестьдесят пять тысяч триста двадцать четыре
train/b871d4c115.wav,male,335757,триста тридцать пять тысяч семьсот пятьдесят семь
train/910577418e.wav,female,698115,шестьсот девяносто восемь тысяч сто пятнадцать
train/8fa25f2307.wav,female,138666,сто тридцать восемь тысяч шестьсот шестьдесят шесть
train/916e32f95d.wav,female,898125,восемьсот девяносто восемь тысяч сто двадцать пять
train/4651201d03.wav,female,625871,шестьсот двадцать пять тысяч восемьсот семьдесят один
train/93ee744bd2.wav,male,356244,триста пятьдесят шесть тысяч двести сорок четыре
train/e3bf737cba.wav,female,299831,двести девяносто девять тысяч восемьсот тридцать один
train/52df7f8790.wav,female,438982,четыреста тридцать восемь тысяч девятьсот восемьдесят два
train/27cb7067ab.wav,male,26645,двадцать шесть тысяч шестьсот сорок пять
train/a44f4b2c70.wav,female,295408,двести девяносто пять тысяч четыреста восемь
train/cdd8c545b5.wav,female,263547,двести шестьдесят три тысячи пятьсот сорок семь
train/1e2ace075e.wav,male,931148,девятьсот тридцать одна тысяча сто сорок восемь
train/fca172a9df.wav,male,726281,семьсот двадцать шесть тысяч двести восемьдесят один
train/7f36070a38.wav,female,268718,двести шестьдесят восемь тысяч семьсот восемнадцать
train/6687528af4.wav,male,431022,четыреста тридцать одна тысяча двадцать два
train/25ab0dc73b.wav,female,897070,восемьсот девяносто семь тысяч семьдесят
train/996cf2da2a.wav,female,215851,двести пятнадцать тысяч восемьсот пятьдесят один
train/ccb60a075c.wav,female,243647,двести сорок три тысячи шестьсот сорок семь
train/f2d4679c75.wav,female,134666,сто тридцать четыре тысячи шестьсот шестьдесят шесть
train/0391ce1d38.wav,female,874401,восемьсот семьдесят четыре тысячи четыреста один
train/eff9a23229.wav,female,293405,двести девяносто три тысячи четыреста пять
train/2f84e431de.wav,female,853695,восемьсот пятьдесят три тысячи шестьсот девяносто пять
train/445c7dce0a.wav,male,987750,девятьсот восемьдесят семь тысяч семьсот пятьдесят
train/b427d72a69.wav,female,308012,триста восемь тысяч двенадцать
train/7dbedabaca.wav,male,445219,четыреста сорок пять тысяч двести девятнадцать
train/57488db66d.wav,female,316009,триста шестнадцать тысяч девять
train/c936e6cf54.wav,female,934085,девятьсот тридцать четыре тысячи восемьдесят пять
train/ee14debda2.wav,female,739245,семьсот тридцать девять тысяч двести сорок пять
train/e477447577.wav,female,240648,двести сорок тысяч шестьсот сорок восемь
train/d47e9c8fee.wav,female,555917,пятьсот пятьдесят пять тысяч девятьсот семнадцать
train/567c121c0d.wav,female,908700,девятьсот восемь тысяч семьсот
train/b29cf985b4.wav,female,897599,восемьсот девяносто семь тысяч пятьсот девяносто девять
train/e9217abcea.wav,male,154439,сто пятьдесят четыре тысячи четыреста тридцать девять
train/7b95b5c413.wav,female,633135,шестьсот тридцать три тысячи сто тридцать пять
train/d2f20b97bd.wav,male,806539,восемьсот шесть тысяч пятьсот тридцать девять
train/ba6475e815.wav,male,416197,четыреста шестнадцать тысяч сто девяносто семь
train/dac25fe3bf.wav,male,470642,четыреста семьдесят тысяч шестьсот сорок два
train/9f47d08d18.wav,female,598373,пятьсот девяносто восемь тысяч триста семьдесят три
train/2c86adb7f3.wav,female,880506,восемьсот восемьдесят тысяч пятьсот шесть
train/c645c08aac.wav,male,226116,двести двадцать шесть тысяч сто шестнадцать
train/704937bd91.wav,female,663458,шестьсот шестьдесят три тысячи четыреста пятьдесят восемь
train/741fa75e26.wav,female,701690,семьсот одна тысяча шестьсот девяносто
train/8697a3ce95.wav,female,866972,восемьсот шестьдесят шесть тысяч девятьсот семьдесят два
train/93d23b035d.wav,male,902046,девятьсот две тысячи сорок шесть
train/aceaf4e420.wav,female,222722,двести двадцать две тысячи семьсот двадцать два
train/2c77671223.wav,male,119679,сто девятнадцать тысяч шестьсот семьдесят девять
train/d430c3a0b6.wav,female,24759,двадцать четыре тысячи семьсот пятьдесят девять
train/77db3a4570.wav,male,471443,четыреста семьдесят одна тысяча четыреста сорок три
train/a5a949b2db.wav,female,559214,пятьсот пятьдесят девять тысяч двести четырнадцать
train/43d264ed2e.wav,female,830132,восемьсот тридцать тысяч сто тридцать два
train/4571fdd4e1.wav,male,457167,четыреста пятьдесят семь тысяч сто шестьдесят семь
train/777e56007a.wav,female,110036,сто десять тысяч тридцать шесть
train/c2f10ef588.wav,male,317349,триста семнадцать тысяч триста сорок девять
train/dd43ead52d.wav,female,10761,десять тысяч семьсот шестьдесят один
train/7705ad261f.wav,female,209158,двести девять тысяч сто пятьдесят восемь
train/1e5a2f5c29.wav,female,278913,двести семьдесят восемь тысяч девятьсот тринадцать
train/25929ccf74.wav,male,549498,пятьсот сорок девять тысяч четыреста девяносто восемь
train/e927f08c2a.wav,male,632501,шестьсот тридцать две тысячи пятьсот один
train/398035ab9e.wav,male,934433,девятьсот тридцать четыре тысячи четыреста тридцать три
train/50ca50b9c5.wav,male,271226,двести семьдесят одна тысяча двести двадцать шесть
train/d92635feef.wav,male,386082,триста восемьдесят шесть тысяч восемьдесят два
train/a67d80fbef.wav,male,450157,четыреста пятьдесят тысяч сто пятьдесят семь
train/e2fd63bf20.wav,female,164166,сто шестьдесят четыре тысячи сто шестьдесят шесть
train/3e85f6f150.wav,female,172478,сто семьдесят две тысячи четыреста семьдесят восемь
train/89c1dae451.wav,male,95456,девяносто пять тысяч четыреста пятьдесят шесть
train/9a416720cf.wav,female,322308,триста двадцать две тысячи триста восемь
train/4b61c7f39f.wav,male,903790,девятьсот три тысячи семьсот девяносто
train/bcd963878e.wav,female,402341,четыреста две тысячи триста сорок один
train/4177e815e9.wav,male,594385,пятьсот девяносто четыре тысячи триста восемьдесят пять
train/f93c3598b2.wav,female,31488,тридцать одна тысяча четыреста восемьдесят восемь
train/808074a5a7.wav,male,451293,четыреста пятьдесят одна тысяча двести девяносто три
train/08abbcc3c4.wav,female,724516,семьсот двадцать четыре тысячи пятьсот шестнадцать
train/3d1ed8864a.wav,female,417926,четыреста семнадцать тысяч девятьсот двадцать шесть
train/03427435e7.wav,female,249365,двести сорок девять тысяч триста шестьдесят пять
train/52591c913a.wav,female,689902,шестьсот восемьдесят девять тысяч девятьсот два
train/4777483c10.wav,male,104069,сто четыре тысячи шестьдесят девять
train/92849b370f.wav,female,756138,семьсот пятьдесят шесть тысяч сто тридцать восемь
train/713279ce30.wav,female,326,триста двадцать шесть
train/072b276ef2.wav,female,711137,семьсот одиннадцать тысяч сто тридцать семь
train/c9c16214d1.wav,female,734283,семьсот тридцать четыре тысячи двести восемьдесят три
train/e22825199a.wav,male,601897,шестьсот одна тысяча восемьсот девяносто семь
train/4776324739.wav,female,603772,шестьсот три тысячи семьсот семьдесят два
train/01e74cd4fd.wav,female,601867,шестьсот одна тысяча восемьсот шестьдесят семь
train/7f2ac95558.wav,female,404911,четыреста четыре тысячи девятьсот одиннадцать
train/509d237e1e.wav,male,815800,восемьсот пятнадцать тысяч восемьсот
train/019ebd1f84.wav,male,717915,семьсот семнадцать тысяч девятьсот пятнадцать
train/7904b4fad9.wav,male,181593,сто восемьдесят одна тысяча пятьсот девяносто три
train/4fb64b0337.wav,female,393083,триста девяносто три тысячи восемьдесят три
train/583786cc74.wav,female,385802,триста восемьдесят пять тысяч восемьсот два
train/b3ebf5f2a4.wav,female,727995,семьсот двадцать семь тысяч девятьсот девяносто пять
train/1ee876050c.wav,male,189847,сто восемьдесят девять тысяч восемьсот сорок семь
train/0152698167.wav,female,912589,девятьсот двенадцать тысяч пятьсот восемьдесят девять
train/6a210ab150.wav,female,398122,триста девяносто восемь тысяч сто двадцать два
train/e6ae49a8c5.wav,female,120770,сто двадцать тысяч семьсот семьдесят
train/121eb9136c.wav,female,789316,семьсот восемьдесят девять тысяч триста шестнадцать
train/5908811aac.wav,female,886491,восемьсот восемьдесят шесть тысяч четыреста девяносто один
train/cf5fa10064.wav,male,7281,семь тысяч двести восемьдесят один
train/ea4f3053ac.wav,male,355661,триста пятьдесят пять тысяч шестьсот шестьдесят один
train/fca8733524.wav,female,319596,триста девятнадцать тысяч пятьсот девяносто шесть
train/8d83341471.wav,female,871353,восемьсот семьдесят одна тысяча триста пятьдесят три
train/232981dcff.wav,female,356317,триста пятьдесят шесть тысяч триста семнадцать
train/186c14934e.wav,male,639652,шестьсот тридцать девять тысяч шестьсот пятьдесят два
train/d67df551e6.wav,female,652917,шестьсот пятьдесят две тысячи девятьсот семнадцать
train/567f612010.wav,female,9145,девять тысяч сто сорок пять
train/7526b1d8d8.wav,female,822852,восемьсот двадцать две тысячи восемьсот пятьдесят два
train/28be659754.wav,male,678886,шестьсот семьдесят восемь тысяч восемьсот восемьдесят шесть
train/55249480d0.wav,female,505363,пятьсот пять тысяч триста шестьдесят три
train/4b727929c0.wav,female,617217,шестьсот семнадцать тысяч двести семнадцать
train/4b27b936f3.wav,female,360394,триста шестьдесят тысяч триста девяносто четыре
train/3f98e937d2.wav,female,139073,сто тридцать девять тысяч семьдесят три
train/114e1d3db4.wav,male,223906,двести двадцать три тысячи девятьсот шесть
train/b13a97fa50.wav,female,494569,четыреста девяносто четыре тысячи пятьсот шестьдесят девять
train/581f76d857.wav,female,383407,триста восемьдесят три тысячи четыреста семь
train/9edd058822.wav,female,999658,девятьсот девяносто девять тысяч шестьсот пятьдесят восемь
train/c46dd4b722.wav,male,372755,триста семьдесят две тысячи семьсот пятьдесят пять
train/5bfa089f76.wav,female,618354,шестьсот восемнадцать тысяч триста пятьдесят четыре
train/2e43aaa2fe.wav,female,506782,пятьсот шесть тысяч семьсот восемьдесят два
